carat,cut,color,clarity,depth,table,price,volume
0,3,6,4,62,58,789,32
0,4,4,7,60,59,789,32
0,4,4,7,60,58,789,32
0,5,5,5,62,57,789,32
0,5,5,5,60,57,789,32
0,3,6,6,61,59,789,32
0,5,4,7,62,54,789,32
0,3,5,5,61,58,453,32
0,3,5,5,60,59,453,32
0,3,6,5,63,59,453,32
0,3,6,5,60,59,453,32
0,5,1,6,62,54,453,32
0,5,1,6,61,54,453,32
0,5,5,4,62,57,453,32
0,5,4,3,61,54,453,32
0,5,5,3,62,54,453,32
0,2,5,5,58,58,453,32
0,4,1,3,59,62,453,32
0,4,1,3,58,62,453,32
0,5,3,4,61,57,454,32
0,5,3,4,61,57,454,32
0,5,2,5,61,58,454,32
0,5,4,5,62,56,454,32
0,5,4,5,62,55,454,32
0,5,6,2,62,54,454,32
0,5,6,2,61,55,454,32
0,5,6,2,61,55,454,32
0,5,7,2,61,55,454,32
0,4,1,4,60,60,454,32
0,4,1,4,61,60,454,32
0,2,6,2,64,55,454,32
0,3,2,6,61,56,455,32
0,5,4,3,61,54,455,32
0,5,5,4,62,54,456,32
0,5,5,4,62,56,456,32
0,5,1,5,61,54,456,32
0,5,4,5,62,54,456,32
0,3,6,4,62,56,789,32
0,3,4,7,62,61,789,32
0,5,6,4,62,56,789,32
0,4,5,5,60,58,789,32
0,5,6,4,60,56,789,32
0,5,4,7,61,57,789,32
0,4,4,7,62,58,789,32
0,4,6,4,60,59,789,32
0,2,4,7,63,57,789,32
0,2,4,7,63,57,789,32
0,4,3,8,60,60,789,32
0,4,6,4,61,60,789,32
0,3,6,4,59,62,789,32
0,3,4,7,62,57,789,32
0,5,6,4,62,55,789,32
0,2,4,7,63,58,789,32
0,4,6,6,61,60,789,32
0,2,4,7,63,58,789,32
0,5,6,4,61,55,789,32
0,5,6,6,61,57,789,32
0,5,6,6,61,56,789,32
0,4,6,4,59,59,789,32
0,5,4,7,62,54,789,32
0,3,6,4,60,62,789,32
0,3,3,8,62,58,789,32
0,5,6,4,61,56,789,32
0,5,6,6,61,56,789,32
0,3,4,7,61,59,789,32
0,4,6,4,61,58,789,32
0,2,4,7,63,56,789,32
0,3,4,7,62,56,789,32
0,3,6,6,61,58,789,32
0,5,3,8,61,55,789,32
0,5,4,7,62,57,789,32
0,3,4,7,60,61,789,32
0,5,3,8,62,55,789,32
0,5,6,4,61,56,789,32
0,3,6,6,61,59,789,32
0,5,6,4,61,56,789,32
0,5,6,4,61,56,789,32
0,4,6,6,61,58,789,32
0,5,6,6,61,57,789,32
0,4,6,7,61,59,789,32
0,4,6,7,62,59,789,32
0,5,6,4,61,56,789,32
0,4,4,7,60,59,789,32
0,3,6,4,62,55,789,32
0,2,4,7,63,56,789,32
0,4,6,6,61,59,789,32
0,4,6,4,62,58,789,32
0,4,4,7,61,58,789,32
0,5,4,7,61,55,789,32
0,3,5,7,61,57,790,32
0,3,4,5,60,59,790,32
0,3,6,5,59,59,790,32
0,5,6,6,61,55,790,32
0,5,6,6,62,54,790,32
0,5,2,7,61,58,790,32
0,5,2,7,63,55,790,32
0,5,5,7,62,57,790,32
0,5,5,4,62,56,790,32
0,5,7,4,62,56,790,32
0,5,6,5,61,55,790,32
0,5,6,5,61,55,790,32
0,5,7,5,62,54,790,32
0,5,3,3,61,55,790,48
0,5,4,3,61,57,790,32
0,1,4,7,58,66,790,32
0,3,1,5,63,58,790,32
0,3,1,5,63,56,790,32
0,4,1,5,61,62,790,32
0,4,1,5,61,59,790,32
0,5,7,4,62,55,790,32
0,5,7,4,62,56,790,32
0,5,7,6,61,55,790,32
0,5,7,6,62,56,790,32
0,3,5,4,60,61,790,32
0,3,7,6,60,58,791,32
0,3,2,5,60,60,791,32
0,3,6,4,63,55,791,32
0,3,6,4,60,63,791,32
0,3,6,4,63,58,791,32
0,3,4,5,60,59,791,32
0,5,6,6,61,55,791,32
0,5,6,6,61,57,791,32
0,5,6,6,62,53,791,32
0,5,6,6,61,55,791,32
0,5,6,6,62,54,791,32
0,5,6,6,62,54,791,32
0,5,2,7,61,56,791,32
0,4,5,3,62,59,791,32
0,4,5,3,60,58,791,32
0,4,5,3,62,58,791,32
0,4,5,3,61,59,791,32
0,4,5,3,62,59,791,32
0,4,5,3,61,59,791,32
0,5,5,3,62,54,791,32
0,5,7,3,62,57,791,32
0,5,7,3,62,56,791,32
0,4,7,3,62,59,791,32
0,5,7,3,62,55,791,32
0,5,7,3,60,57,791,32
0,5,7,3,61,54,791,32
0,2,7,3,63,59,791,32
0,5,7,3,61,55,791,32
0,5,7,3,61,56,791,32
0,4,7,3,61,59,791,32
0,5,7,3,62,57,791,32
0,3,7,3,62,58,791,32
0,5,7,3,61,57,791,32
0,4,7,3,61,58,791,32
0,5,7,3,60,57,791,32
0,4,7,3,59,59,791,32
0,4,7,3,60,60,791,32
0,3,6,5,61,59,792,32
0,3,7,5,63,55,792,32
0,5,4,4,62,54,792,32
0,5,4,4,62,54,792,32
0,5,4,4,62,54,792,32
0,5,6,4,61,55,792,32
0,5,3,5,61,55,792,32
0,5,6,4,62,55,792,32
0,4,7,4,62,59,792,32
0,5,5,3,61,56,792,48
0,5,6,3,61,56,792,48
0,4,6,3,60,60,792,32
0,5,5,3,61,54,792,48
0,5,5,3,61,57,792,32
0,3,5,3,62,56,792,48
0,4,5,3,60,60,792,32
0,3,5,3,62,59,792,48
0,4,5,3,62,58,792,48
0,3,5,3,62,57,792,48
0,4,5,3,61,60,792,32
0,3,5,3,62,60,792,48
0,3,3,4,61,55,792,48
0,3,5,3,62,56,792,48
0,3,6,3,62,56,792,48
0,3,5,3,61,59,792,32
0,5,6,3,62,57,792,32
0,3,6,3,62,56,792,48
0,3,6,4,60,58,793,32
0,4,5,6,61,59,793,32
0,3,7,5,62,55,793,32
0,4,3,5,61,59,793,32
0,4,3,5,62,58,793,32
0,3,6,4,62,59,794,32
0,5,3,6,62,55,794,32
0,5,3,6,61,56,794,32
0,5,4,6,61,55,794,32
0,5,4,6,61,54,794,32
0,5,4,6,61,54,794,32
0,5,3,7,61,56,794,32
0,5,3,7,61,56,794,32
0,5,4,5,61,57,794,32
0,5,4,8,62,56,794,32
0,5,7,3,60,56,794,32
0,3,7,3,63,56,794,32
0,5,7,3,62,57,794,32
0,1,5,3,66,59,794,48
0,1,5,3,57,66,794,40
0,4,7,4,60,59,794,32
0,3,4,7,61,57,795,32
0,3,4,7,61,57,795,32
0,3,4,7,61,55,795,32
0,3,2,4,62,57,795,48
0,3,5,5,61,60,795,32
0,3,3,8,61,55,795,32
0,5,5,6,61,58,795,32
0,5,5,6,61,54,795,32
0,5,6,4,61,55,795,32
0,5,6,4,61,56,795,32
0,5,4,5,61,56,795,32
0,5,5,5,61,55,795,32
0,5,4,3,61,55,795,48
0,5,4,3,62,55,795,48
0,4,7,2,59,60,795,32
0,3,4,3,62,55,795,32
0,5,4,7,62,56,796,32
0,5,4,7,61,57,796,32
0,5,4,7,61,55,796,32
0,5,5,4,62,54,796,32
0,5,6,4,61,56,796,32
0,5,3,8,61,56,796,32
0,5,5,8,61,55,796,32
0,2,5,8,58,61,796,32
0,4,3,7,60,58,796,32
0,4,7,3,62,60,796,48
0,3,1,5,63,59,797,32
0,4,4,5,60,58,797,32
0,4,4,5,61,57,797,32
0,3,5,5,60,62,798,32
0,3,5,3,63,57,798,32
0,3,4,3,61,55,798,32
0,5,4,7,60,57,798,32
0,5,4,5,60,57,798,32
0,1,4,5,57,64,798,32
0,3,6,2,63,57,798,32
0,4,6,2,58,59,798,32
0,2,6,2,64,57,798,48
0,3,6,2,63,56,798,32
0,2,6,2,63,57,798,32
0,5,7,2,61,56,798,32
0,3,7,2,63,57,798,32
0,2,7,2,63,54,798,48
0,4,7,2,63,59,798,32
0,2,7,2,63,53,798,48
0,3,7,2,63,56,798,32
0,3,7,2,63,59,798,32
0,5,4,6,61,57,798,32
0,4,3,7,59,59,798,32
0,5,3,7,61,57,798,32
0,3,4,6,62,56,798,32
0,5,4,6,62,56,798,32
0,5,4,6,62,56,798,32
0,5,3,7,62,55,798,32
0,3,3,7,62,57,798,32
0,4,3,7,60,60,798,32
0,4,3,7,61,60,798,32
0,3,4,6,62,58,798,32
0,3,4,6,62,58,798,32
0,3,3,7,61,60,798,32
0,5,3,7,61,56,798,32
0,4,3,7,62,58,798,32
0,3,4,5,62,58,798,32
0,5,4,3,62,54,799,48
0,4,6,6,59,59,799,32
0,5,6,6,62,55,799,32
0,5,6,6,62,57,799,32
0,4,6,7,60,58,799,32
0,5,6,6,61,57,799,32
0,5,6,6,63,56,799,32
0,5,6,6,62,55,799,32
0,5,6,6,62,57,799,32
0,5,6,7,62,56,799,32
0,5,7,6,62,56,799,32
0,5,7,7,61,57,799,32
0,4,7,6,62,59,799,32
0,5,7,6,62,57,799,32
0,5,7,7,62,56,799,32
0,1,6,5,64,56,799,32
0,4,5,5,59,60,799,32
0,5,4,8,62,55,799,32
0,3,4,4,61,57,800,32
0,5,5,6,62,55,800,32
0,5,5,6,61,57,800,32
0,5,5,6,60,56,800,32
0,5,5,6,61,55,800,32
0,5,2,7,62,54,800,32
0,5,3,4,61,57,800,32
0,5,7,4,61,55,800,32
0,5,6,5,62,55,800,32
0,5,6,5,61,53,800,32
0,5,6,5,61,55,800,32
0,5,4,2,61,55,800,48
0,5,5,4,62,56,800,32
0,3,5,4,60,56,800,32
0,4,5,4,60,59,800,32
0,5,4,5,62,56,800,32
0,3,5,4,61,59,800,32
0,5,5,4,62,57,800,32
0,3,5,4,62,57,800,32
0,4,6,5,61,58,800,32
0,5,5,4,62,57,800,32
0,3,5,6,61,57,801,32
0,3,5,6,61,55,801,32
0,3,5,3,62,60,801,32
0,5,4,4,60,56,801,32
0,5,6,4,61,56,801,32
0,5,7,3,61,56,801,32
0,2,6,7,59,61,801,32
0,2,6,4,58,63,801,32
0,4,5,7,59,59,801,32
0,5,5,7,61,55,801,32
0,5,4,8,62,54,801,32
0,5,6,7,62,56,801,32
0,5,6,6,61,55,802,32
0,5,6,6,61,57,802,32
0,5,7,6,59,60,802,32
0,5,4,7,61,59,802,32
0,5,4,7,60,58,802,32
0,5,4,7,62,54,802,32
0,5,5,7,61,54,802,32
0,5,5,7,62,55,802,32
0,5,5,7,62,54,802,32
0,5,5,7,61,55,802,32
0,5,5,7,62,55,802,32
0,5,5,7,61,56,802,32
0,5,5,7,58,60,802,32
0,5,7,4,61,55,802,32
0,5,4,5,61,55,802,32
0,4,5,4,61,58,802,32
0,5,5,4,62,57,802,32
0,4,5,4,59,60,802,32
0,4,5,4,59,59,802,32
0,5,4,5,61,56,802,32
0,4,3,6,61,60,802,32
0,5,3,6,61,56,802,32
0,4,3,6,61,59,802,32
0,5,3,6,62,55,802,32
0,5,4,5,61,56,456,32
0,5,6,2,61,56,456,32
0,5,2,3,62,53,456,32
0,2,4,4,63,58,456,32
0,3,4,7,59,63,457,32
0,3,2,4,61,56,457,32
0,3,3,4,62,57,457,32
0,5,3,4,62,55,457,32
0,5,3,4,62,57,457,32
0,5,2,5,62,55,457,32
0,5,2,5,62,54,457,32
0,5,2,5,62,57,457,32
0,5,3,3,61,56,457,32
0,2,2,5,63,55,457,32
0,3,3,4,58,61,457,32
0,3,6,6,61,55,458,18
0,3,7,6,62,53,458,18
0,3,7,7,59,58,458,24
0,3,7,5,60,58,458,32
0,2,5,7,58,52,458,32
0,2,6,7,60,65,458,18
0,2,6,5,63,55,458,32
0,3,5,3,58,59,459,32
0,5,2,6,62,55,459,32
0,5,1,4,61,55,459,32
0,5,4,4,61,55,459,32
0,5,4,4,61,57,459,32
0,5,4,4,61,58,459,32
0,5,4,2,61,56,459,32
0,3,2,3,60,56,459,32
0,5,3,6,62,55,802,32
0,5,3,6,62,55,802,32
0,4,3,6,60,60,802,32
0,4,3,6,61,59,802,32
0,5,3,6,62,56,802,32
0,4,3,6,61,58,802,32
0,5,3,6,61,56,802,32
0,5,3,6,61,56,802,32
0,5,3,6,62,56,802,32
0,4,3,6,61,58,802,32
0,5,3,6,62,57,802,32
0,5,3,6,62,57,802,32
0,5,3,6,62,57,802,32
0,4,3,6,61,58,802,32
0,4,3,6,62,60,802,32
0,4,3,6,62,59,802,32
0,2,3,6,63,55,802,32
0,2,3,6,63,56,802,32
0,3,3,6,63,56,802,32
0,4,3,6,62,60,802,32
0,5,3,6,62,57,802,32
0,4,3,6,61,58,802,32
0,4,3,6,62,58,802,32
0,4,3,6,62,58,802,32
0,4,4,5,59,59,802,32
0,5,4,5,61,56,802,32
0,5,4,5,61,55,802,32
0,4,4,5,61,60,802,32
0,5,4,5,61,56,802,32
0,4,4,5,59,61,802,32
0,4,4,5,61,59,802,32
0,5,4,5,62,55,802,32
0,5,4,5,62,55,802,32
0,5,4,5,62,55,802,32
0,5,4,5,62,57,802,32
0,4,4,5,62,59,802,32
0,4,4,5,61,59,802,32
0,4,4,5,62,56,802,32
0,4,4,5,60,61,802,32
0,4,4,5,62,58,802,32
0,4,4,5,62,58,802,32
0,4,4,5,61,60,802,32
0,4,4,5,62,58,802,32
0,4,4,5,62,58,802,32
0,5,4,5,62,57,802,32
0,4,4,5,63,57,802,32
0,3,4,5,63,57,802,32
0,3,4,5,63,56,802,32
0,3,4,5,63,56,802,32
0,2,4,5,63,57,802,32
0,3,4,5,63,59,802,32
0,4,4,5,62,58,802,32
0,2,4,5,63,56,802,32
0,3,4,5,63,56,802,32
0,4,5,4,61,58,802,32
0,5,5,4,60,56,802,32
0,4,5,4,59,60,802,32
0,4,5,4,61,58,802,32
0,5,5,4,61,54,802,32
0,5,5,4,62,55,802,32
0,5,5,4,62,56,802,32
0,5,5,4,61,55,802,32
0,5,5,4,60,57,802,32
0,5,5,4,62,53,802,32
0,4,5,4,61,56,802,32
0,4,5,4,60,60,802,32
0,5,5,4,61,56,802,32
0,4,5,4,61,58,802,32
0,4,5,4,62,60,802,32
0,5,5,4,61,56,802,32
0,5,5,4,62,55,802,32
0,5,5,4,62,57,802,32
0,3,5,4,63,56,802,32
0,5,5,4,61,55,802,32
0,4,5,4,62,58,802,32
0,4,5,4,61,55,802,32
0,4,5,4,61,62,802,32
0,4,5,4,61,59,802,32
0,5,5,4,62,56,802,32
0,4,5,4,62,58,802,32
0,5,5,4,62,57,802,32
0,4,5,4,62,59,802,32
0,5,5,4,62,57,802,32
0,4,5,4,61,59,802,32
0,5,5,4,62,56,802,32
0,5,5,4,62,55,802,32
0,4,5,4,62,59,802,32
0,5,5,4,61,57,802,32
0,4,5,4,62,60,802,32
0,5,5,4,62,55,802,32
0,5,5,4,62,57,802,32
0,4,5,4,62,59,802,32
0,3,5,4,63,56,802,32
0,2,5,4,63,56,802,32
0,4,5,4,62,58,802,32
0,4,5,4,62,59,802,32
0,5,5,4,62,57,802,32
0,5,5,4,62,56,802,32
0,4,5,4,59,58,802,32
0,5,5,4,61,55,802,32
0,5,6,5,60,57,802,32
0,4,4,5,62,58,802,32
0,4,4,5,62,59,802,32
0,5,5,7,61,56,803,32
0,5,7,4,60,57,803,32
0,5,7,4,60,56,803,32
0,5,5,5,61,55,803,32
0,5,5,5,61,54,803,32
0,5,5,5,61,55,803,32
0,5,5,5,60,56,803,32
0,5,6,3,61,56,803,32
0,4,2,3,62,58,803,32
0,4,7,3,60,60,803,32
0,4,7,3,62,58,803,32
0,3,7,3,63,57,803,32
0,5,7,3,62,57,803,32
0,4,2,3,61,60,803,32
0,4,2,7,61,58,803,32
0,4,2,7,62,58,803,32
0,4,2,7,60,59,803,32
0,4,2,7,62,59,803,32
0,4,7,3,59,59,803,32
0,4,7,3,59,59,803,32
0,5,7,3,61,53,803,32
0,5,7,3,60,56,803,32
0,5,7,3,60,57,803,32
0,5,7,3,61,57,803,32
0,4,7,3,59,61,803,32
0,4,7,3,59,61,803,32
0,5,7,3,60,57,803,32
0,5,7,3,61,57,803,32
0,5,7,3,62,56,803,32
0,5,7,3,62,55,803,32
0,4,7,3,61,58,803,32
0,5,7,3,62,56,803,32
0,4,7,3,62,59,803,32
0,4,7,3,62,58,803,32
0,4,7,3,62,59,803,32
0,4,7,3,62,56,803,32
0,4,4,2,62,62,803,48
0,5,2,7,61,56,803,32
0,4,7,5,60,60,803,32
0,5,7,6,61,56,803,32
0,5,7,4,62,54,804,32
0,5,6,5,60,56,804,32
0,3,7,6,61,59,804,32
0,3,5,4,62,60,804,48
0,5,7,6,61,56,804,32
0,5,7,6,60,58,804,32
0,5,4,4,62,56,804,32
0,5,5,4,61,56,804,32
0,4,6,4,61,58,804,32
0,5,6,4,62,55,804,32
0,5,7,4,61,55,804,32
0,5,7,4,60,56,804,32
0,5,6,5,61,56,804,32
0,3,2,7,61,58,805,32
0,5,7,6,61,59,805,32
0,5,2,7,60,56,805,32
0,5,6,4,62,54,805,32
0,5,7,4,60,57,805,32
0,3,7,4,62,56,805,32
0,5,6,5,61,57,805,32
0,5,6,5,62,55,805,32
0,5,7,4,62,54,805,32
0,5,6,5,61,57,805,32
0,4,7,4,62,58,805,32
0,5,6,5,62,56,805,32
0,5,6,5,62,55,805,32
0,5,7,4,62,55,805,32
0,5,7,4,62,55,805,32
0,5,6,5,61,56,805,32
0,5,7,4,61,57,805,32
0,3,7,4,62,55,805,32
0,5,6,5,62,56,805,32
0,5,6,5,61,57,805,32
0,5,7,4,62,53,805,32
0,5,7,4,61,56,805,32
0,4,7,4,60,60,805,32
0,4,7,4,59,58,805,32
0,5,7,4,62,57,805,32
0,5,6,5,61,57,805,32
0,5,7,4,62,55,805,32
0,5,7,4,62,55,805,32
0,4,6,5,59,58,805,32
0,5,6,5,60,57,805,32
0,5,7,4,60,57,805,32
0,3,4,6,59,59,806,32
0,5,5,6,61,55,806,32
0,5,4,7,60,56,806,32
0,5,6,5,61,54,806,32
0,5,3,8,61,55,806,32
0,4,5,6,62,59,806,32
0,4,3,1,60,60,806,75
0,5,2,4,61,54,807,32
0,5,4,4,61,56,807,32
0,5,2,5,61,56,807,48
0,5,2,5,61,55,807,48
0,5,4,2,61,57,807,60
0,5,3,3,61,55,807,60
0,4,6,7,60,61,807,32
0,4,5,4,62,59,807,32
0,5,5,4,61,55,807,32
0,5,7,3,61,56,807,32
0,5,2,6,62,56,807,32
0,5,2,6,62,55,807,32
0,3,4,4,62,56,807,32
0,5,4,4,62,57,807,32
0,3,3,5,62,56,807,32
0,4,3,5,62,58,807,32
0,2,3,5,63,58,807,32
0,5,4,4,61,57,807,32
0,4,3,5,62,60,807,32
0,2,4,4,63,59,807,32
0,3,3,5,62,58,807,32
0,2,4,4,63,56,807,32
0,3,4,4,62,61,807,32
0,5,3,5,61,56,807,32
0,4,3,5,62,58,807,32
0,3,5,7,61,56,808,32
0,3,6,4,60,56,808,32
0,5,6,6,61,55,808,32
0,5,7,4,60,56,808,32
0,5,7,4,61,55,808,32
0,5,2,8,61,53,808,32
0,3,7,6,60,57,809,32
0,3,5,2,61,56,809,60
0,5,2,6,63,53,809,32
0,5,7,6,61,54,809,32
0,5,5,7,61,56,809,32
0,5,4,4,60,56,809,32
0,5,5,4,61,54,809,32
0,2,7,4,64,55,809,32
0,5,4,5,61,55,810,32
0,5,4,2,60,56,810,32
0,5,6,3,61,56,810,32
0,5,6,3,61,56,810,32
0,5,6,3,62,55,810,32
0,4,3,5,60,59,810,32
0,4,3,5,61,59,810,32
0,3,1,5,63,57,810,32
0,5,1,5,62,55,810,32
0,4,1,5,60,60,810,32
0,4,1,5,59,59,810,32
0,4,1,5,63,58,810,32
0,3,1,5,63,58,810,32
0,4,5,2,62,60,810,32
0,5,3,5,61,57,810,32
0,4,3,5,60,59,810,32
0,4,6,3,60,60,810,32
0,4,6,3,61,56,810,32
0,5,6,3,61,57,810,32
0,5,6,3,62,56,810,32
0,5,6,3,62,55,810,32
0,4,6,3,60,59,810,32
0,3,6,3,63,58,810,32
0,5,6,3,62,56,810,32
0,5,6,3,62,57,810,32
0,3,2,8,63,57,810,32
0,4,2,8,60,59,810,32
0,3,2,8,63,56,810,32
0,1,5,5,55,67,810,32
0,4,3,4,61,58,810,48
0,5,7,3,61,56,810,32
0,4,4,7,61,59,810,32
0,5,5,6,62,56,810,32
0,5,7,3,62,57,810,48
0,5,5,3,61,57,810,32
0,5,5,6,61,56,810,32
0,5,7,3,62,55,810,48
0,3,6,3,62,58,810,48
0,4,7,3,59,59,810,32
0,5,5,6,61,56,810,32
0,3,2,5,62,56,810,48
0,3,7,3,62,58,810,48
0,5,4,7,62,55,810,32
0,5,6,3,61,56,810,48
0,5,7,3,61,57,810,32
0,5,7,3,61,56,810,32
0,3,7,3,60,59,810,32
0,3,6,3,62,60,810,48
0,5,7,3,61,56,810,32
0,5,6,3,62,56,810,48
0,5,3,7,62,56,810,32
0,4,6,3,62,59,810,48
0,5,7,3,61,57,810,32
0,5,7,3,62,57,810,32
0,4,7,3,61,59,810,32
0,4,7,3,62,59,810,32
0,4,7,3,61,60,810,32
0,3,5,6,62,59,810,32
0,5,5,6,61,56,810,32
0,3,2,6,61,60,811,32
0,5,4,4,61,54,811,32
0,5,6,4,62,56,811,32
0,4,6,4,61,59,811,32
0,4,6,4,60,58,811,32
0,5,6,4,61,53,811,32
0,4,6,4,61,58,811,32
0,5,6,4,62,56,811,32
0,5,2,3,61,57,459,32
0,5,2,3,60,57,459,32
0,3,2,3,62,57,459,32
0,4,2,3,60,58,459,32
0,5,2,3,62,55,459,32
0,5,2,3,62,56,459,32
0,3,2,3,61,56,459,32
0,5,2,3,61,57,459,32
0,3,4,2,60,56,460,32
0,5,5,4,62,54,460,32
0,5,4,5,62,53,460,32
0,2,5,2,63,56,460,32
0,3,5,2,62,55,460,32
0,4,1,5,62,58,460,32
0,3,6,4,61,57,461,24
0,3,5,4,61,54,461,32
0,3,5,5,61,57,461,32
0,3,6,5,62,56,461,18
0,5,1,7,62,54,461,32
0,5,2,5,61,54,461,32
0,5,4,3,61,55,461,32
0,5,4,3,61,57,461,32
0,5,5,3,62,56,461,32
0,5,5,3,62,57,461,32
0,4,3,3,62,60,461,32
0,4,3,3,62,58,461,32
0,3,3,3,63,59,461,32
0,2,3,3,63,58,461,32
0,2,3,3,63,55,461,32
0,3,3,3,62,55,461,32
0,3,6,4,59,59,811,32
0,3,6,4,61,59,811,32
0,3,6,4,61,57,811,32
0,5,6,4,62,57,811,32
0,5,6,4,62,56,811,32
0,3,6,4,58,61,811,32
0,5,5,5,61,56,811,32
0,5,6,4,61,57,811,32
0,5,5,5,61,57,811,32
0,3,6,4,62,59,811,32
0,5,6,4,61,56,811,32
0,5,6,4,61,57,811,32
0,5,6,4,62,56,811,32
0,3,6,4,63,58,811,32
0,4,6,4,59,60,811,32
0,5,6,6,61,56,812,32
0,4,6,2,61,57,812,32
0,4,7,2,61,58,812,32
0,5,7,2,61,56,812,32
0,4,7,2,62,55,812,32
0,4,2,4,62,58,812,32
0,4,2,4,61,59,812,32
0,4,2,4,61,58,812,32
0,4,2,4,61,59,812,32
0,4,2,4,60,58,812,32
0,4,3,3,59,60,812,32
0,4,3,3,61,62,812,32
0,3,3,3,63,57,812,32
0,4,7,2,59,61,812,32
0,5,6,2,61,57,812,32
0,3,2,5,61,57,813,48
0,5,4,7,60,56,813,32
0,5,6,7,61,56,813,32
0,5,6,7,60,56,813,32
0,5,6,4,61,55,813,32
0,5,4,3,61,56,813,48
0,5,4,8,61,55,813,32
0,1,6,4,64,58,813,48
0,4,5,2,58,62,813,32
0,3,4,4,61,59,813,32
0,2,6,8,64,60,813,32
0,3,6,6,60,55,814,32
0,3,5,7,61,57,814,32
0,3,5,7,62,56,814,32
0,3,6,4,59,60,814,32
0,2,5,5,56,60,814,32
0,1,6,4,54,63,814,32
0,5,5,6,60,55,814,32
0,5,6,6,60,56,814,32
0,5,6,6,61,56,814,32
0,5,6,6,61,56,814,32
0,5,7,6,61,57,814,32
0,5,7,6,62,53,814,32
0,5,7,6,61,55,814,32
0,5,7,6,61,58,814,32
0,5,7,6,61,55,814,32
0,5,7,6,61,57,814,32
0,5,7,6,62,54,814,32
0,5,7,6,60,58,814,32
0,5,7,6,62,57,814,32
0,5,7,6,62,55,814,32
0,5,4,7,61,55,814,32
0,5,4,7,61,57,814,32
0,5,4,7,61,55,814,32
0,5,4,7,61,55,814,32
0,5,4,7,61,56,814,32
0,5,4,7,61,55,814,32
0,5,4,7,61,57,814,32
0,5,4,7,61,55,814,32
0,5,4,7,61,55,814,32
0,5,4,7,62,53,814,32
0,5,4,7,61,56,814,32
0,5,4,7,61,55,814,32
0,5,4,7,61,54,814,32
0,5,4,7,61,54,814,32
0,5,5,7,61,57,814,32
0,5,5,7,62,57,814,32
0,5,5,7,61,58,814,32
0,5,5,7,62,55,814,32
0,5,5,7,61,55,814,32
0,5,5,7,62,57,814,32
0,5,5,7,61,54,814,32
0,5,5,7,62,54,814,32
0,5,5,7,61,58,814,32
0,5,5,7,61,58,814,32
0,5,5,7,62,55,814,32
0,5,5,7,61,58,814,32
0,5,5,7,61,56,814,32
0,5,5,7,62,58,814,32
0,5,5,7,62,56,814,32
0,5,5,7,61,56,814,32
0,5,5,7,61,57,814,32
0,5,5,7,62,56,814,32
0,5,3,8,61,56,814,32
0,5,3,8,61,55,814,32
0,5,3,8,61,56,814,32
0,5,3,8,61,57,814,32
0,5,3,8,61,55,814,32
0,5,3,8,62,54,814,32
0,5,3,8,62,55,814,32
0,5,3,8,61,54,814,32
0,5,3,8,61,55,814,32
0,5,3,8,62,54,814,32
0,5,3,8,62,54,814,32
0,2,7,4,64,56,814,32
0,5,5,7,62,55,814,32
0,5,6,7,61,56,814,32
0,4,6,7,60,59,814,32
0,4,6,2,58,60,814,32
0,4,2,2,61,62,814,60
0,4,6,5,60,57,814,32
0,4,6,5,61,59,814,32
0,4,6,7,60,59,814,32
0,5,6,7,62,56,814,32
0,2,6,6,59,64,814,32
0,5,7,5,61,57,814,32
0,3,5,2,62,58,815,48
0,3,5,8,59,56,815,32
0,5,4,6,61,55,815,32
0,5,6,6,61,56,815,32
0,5,7,6,62,54,815,32
0,5,7,6,61,54,815,32
0,5,3,7,61,55,815,32
0,5,3,7,61,54,815,32
0,5,3,7,62,53,815,32
0,5,5,7,62,54,815,32
0,5,5,7,62,55,815,32
0,5,5,7,61,55,815,32
0,5,3,5,61,57,815,32
0,5,6,8,61,57,815,32
0,4,7,3,59,58,815,32
0,3,6,6,61,54,816,32
0,2,6,4,57,61,816,48
0,5,6,6,61,56,816,32
0,5,6,6,61,56,816,32
0,5,6,6,62,53,816,32
0,5,4,4,62,57,816,32
0,5,6,5,62,54,816,32
0,2,4,4,59,63,816,32
0,4,6,5,61,60,816,32
0,4,6,5,61,56,816,32
0,4,4,3,58,62,816,32
0,4,7,4,62,52,816,32
0,4,7,4,61,58,816,32
0,1,5,4,64,55,816,32
0,5,6,4,59,56,816,32
0,5,7,4,62,55,816,32
0,5,4,7,62,57,816,32
0,5,4,7,62,55,816,32
0,5,3,8,60,57,816,32
0,4,6,6,61,58,816,32
0,5,6,6,61,56,816,32
0,5,2,5,62,54,816,32
0,3,4,7,63,58,816,32
0,3,4,7,62,57,816,32
0,3,4,7,60,59,816,32
0,2,4,7,63,57,816,32
0,5,6,6,61,56,816,32
0,4,4,7,61,58,816,32
0,5,6,6,61,57,816,32
0,3,6,6,60,55,816,32
0,5,3,8,61,56,816,32
0,4,4,7,60,58,816,32
0,5,4,7,61,55,816,32
0,5,4,7,61,56,816,32
0,4,6,6,61,58,816,32
0,4,6,6,61,60,816,32
0,5,6,6,60,57,816,32
0,3,4,7,59,62,816,32
0,4,4,7,62,59,816,32
0,2,4,7,63,57,816,32
0,5,4,7,59,56,816,32
0,5,4,7,60,57,816,32
0,4,4,7,62,59,816,32
0,4,3,8,61,58,816,32
0,2,4,7,63,56,816,32
